,entity_type,n_possible_dependents,possible_dependents,raw_sentence,sentence_position,sentence_root,text_value
1270,PERSON,2,"PERSON:wasn\'t, PERSON:cigarettes.\n\nQ",He wasn\'t breaking\n\nand entering to get cigarettes.\n\nQ    ,27300,entering,wasn\'t
1271,PERSON,2,"PERSON:wasn\'t, PERSON:cigarettes.\n\nQ",He wasn\'t breaking\n\nand entering to get cigarettes.\n\nQ    ,27300,entering,cigarettes.\n\nQ    
1272,PERSON,3,"PERSON:Fagerstrom, PERSON:Mr., PERSON:Shulman","I guess you had to do this historically, but historically doing the Fagerstrom in retrospect of Mr. Shulman, what did you score him?\n\nA    ",27312,score,Fagerstrom
1273,PERSON,3,"PERSON:Fagerstrom, PERSON:Mr., PERSON:Shulman","I guess you had to do this historically, but historically doing the Fagerstrom in retrospect of Mr. Shulman, what did you score him?\n\nA    ",27312,score,Mr. Shulman
1274,PERSON,1,PERSON:Fagerstrom,"Let\'s go to the next slide 36 to show what the different degrees of dependence are based on the Fagerstrom test, when you score it, what it means.",27351,means,Fagerstrom
1275,PERSON,1,PERSON:Fagerstrom,Is this what Fagerstrom says the different scores portend with regard to the level of dependence?\n\nA    ,27383,Is,Fagerstrom
1276,ORG,2,"ORG:Trade, ORG:Thompson",Do you feel strongly in your practice that there\'s \xef\xbf\xbd that these different kinds of degrees of dependence are\n\nElectronically signed by Trade Thompson (,27501,feel,Trade Thompson
1277,PHONE_NUMBER,0,,001-060-358-6486)\n\n14807534-d906-42b9-aed6-73e4d8071 Odb\x0c\npgNbr=132\n1\n\n2\n\n3\n\n4\n\n5\n\n6\n\n7\n\n8\n\n9\n\n10\n\n11\n\n12\n\n13\n\n14\n\n15\n\n16\n\n17\n\n18\n\n19\n\n20\n\n21\n\n22\n\n23\n\n24\n\n25\n\nPage 5626 important and significant in the way folks smoke and\n\nunderstanding,27526,important,358-6486
1278,PHONE_NUMBER,0,,001-060-358-6486)\n\n14807534-d906-42b9-aed6-73e4d8071 Odb\x0c\npgNbr=132\n1\n\n2\n\n3\n\n4\n\n5\n\n6\n\n7\n\n8\n\n9\n\n10\n\n11\n\n12\n\n13\n\n14\n\n15\n\n16\n\n17\n\n18\n\n19\n\n20\n\n21\n\n22\n\n23\n\n24\n\n25\n\nPage 5626 important and significant in the way folks smoke and\n\nunderstanding,27526,important,1480753
1279,PHONE_NUMBER,0,,001-060-358-6486)\n\n14807534-d906-42b9-aed6-73e4d8071 Odb\x0c\npgNbr=132\n1\n\n2\n\n3\n\n4\n\n5\n\n6\n\n7\n\n8\n\n9\n\n10\n\n11\n\n12\n\n13\n\n14\n\n15\n\n16\n\n17\n\n18\n\n19\n\n20\n\n21\n\n22\n\n23\n\n24\n\n25\n\nPage 5626 important and significant in the way folks smoke and\n\nunderstanding,27526,important,358 6486
1280,PHONE_NUMBER,0,,001-060-358-6486)\n\n14807534-d906-42b9-aed6-73e4d8071 Odb\x0c\npgNbr=132\n1\n\n2\n\n3\n\n4\n\n5\n\n6\n\n7\n\n8\n\n9\n\n10\n\n11\n\n12\n\n13\n\n14\n\n15\n\n16\n\n17\n\n18\n\n19\n\n20\n\n21\n\n22\n\n23\n\n24\n\n25\n\nPage 5626 important and significant in the way folks smoke and\n\nunderstanding,27526,important,1480753
1281,INTERNATIONAL_PHONE_NUMBER,0,,001-060-358-6486)\n\n14807534-d906-42b9-aed6-73e4d8071 Odb\x0c\npgNbr=132\n1\n\n2\n\n3\n\n4\n\n5\n\n6\n\n7\n\n8\n\n9\n\n10\n\n11\n\n12\n\n13\n\n14\n\n15\n\n16\n\n17\n\n18\n\n19\n\n20\n\n21\n\n22\n\n23\n\n24\n\n25\n\nPage 5626 important and significant in the way folks smoke and\n\nunderstanding,27526,important,001-060-358-6486
1282,PERSON,2,"PERSON:Mr., PERSON:Shulman","when you\'re talking about the top 5 percent, which is where I would put Mr. Shulman, it\'s talking about a small group with extreme dependence, chances to give up are small.  ",27644,are,Mr. Shulman
1283,PERSON,1,PERSON:Fagerstrom,"Well, that\'s what the eight means, according to Fagerstrom.  ",27727,'s,Fagerstrom
1284,PERSON,5,"PERSON:Mr., PERSON:Shulman, PERSON:Yes.\n\nElectronically, ORG:Trade, ORG:Thompson","Now, Mr. Shulman ultimately did give up smoking?\n\nA    Yes.\n\nElectronically signed by Trade Thompson (001-060-358-6486)\n\n14807534-d906-42b9-aed6-73e4d8071 Odb\x0c\npgNbr=133\n1\n\n2\n\n3\n\n4\n\n5\n\n6\n\n7\n\n8\n\n9\n\n10\n\n11\n\n12\n\n13\n\n14\n\n15\n\n16\n\n17\n\n18\n\n19\n\n20\n\n21\n\n22\n\n23\n\n24\n\n25\n\nPage 5627 Q    ",27748,give,Mr. Shulman
1285,PERSON,5,"PERSON:Mr., PERSON:Shulman, PERSON:Yes.\n\nElectronically, ORG:Trade, ORG:Thompson","Now, Mr. Shulman ultimately did give up smoking?\n\nA    Yes.\n\nElectronically signed by Trade Thompson (001-060-358-6486)\n\n14807534-d906-42b9-aed6-73e4d8071 Odb\x0c\npgNbr=133\n1\n\n2\n\n3\n\n4\n\n5\n\n6\n\n7\n\n8\n\n9\n\n10\n\n11\n\n12\n\n13\n\n14\n\n15\n\n16\n\n17\n\n18\n\n19\n\n20\n\n21\n\n22\n\n23\n\n24\n\n25\n\nPage 5627 Q    ",27748,give,   Yes.\n\nElectronically
1286,ORG,5,"PERSON:Mr., PERSON:Shulman, PERSON:Yes.\n\nElectronically, ORG:Trade, ORG:Thompson","Now, Mr. Shulman ultimately did give up smoking?\n\nA    Yes.\n\nElectronically signed by Trade Thompson (001-060-358-6486)\n\n14807534-d906-42b9-aed6-73e4d8071 Odb\x0c\npgNbr=133\n1\n\n2\n\n3\n\n4\n\n5\n\n6\n\n7\n\n8\n\n9\n\n10\n\n11\n\n12\n\n13\n\n14\n\n15\n\n16\n\n17\n\n18\n\n19\n\n20\n\n21\n\n22\n\n23\n\n24\n\n25\n\nPage 5627 Q    ",27748,give,Trade Thompson
1287,PHONE_NUMBER,5,"PERSON:Mr., PERSON:Shulman, PERSON:Yes.\n\nElectronically, ORG:Trade, ORG:Thompson","Now, Mr. Shulman ultimately did give up smoking?\n\nA    Yes.\n\nElectronically signed by Trade Thompson (001-060-358-6486)\n\n14807534-d906-42b9-aed6-73e4d8071 Odb\x0c\npgNbr=133\n1\n\n2\n\n3\n\n4\n\n5\n\n6\n\n7\n\n8\n\n9\n\n10\n\n11\n\n12\n\n13\n\n14\n\n15\n\n16\n\n17\n\n18\n\n19\n\n20\n\n21\n\n22\n\n23\n\n24\n\n25\n\nPage 5627 Q    ",27748,give,358-6486
1288,PHONE_NUMBER,5,"PERSON:Mr., PERSON:Shulman, PERSON:Yes.\n\nElectronically, ORG:Trade, ORG:Thompson","Now, Mr. Shulman ultimately did give up smoking?\n\nA    Yes.\n\nElectronically signed by Trade Thompson (001-060-358-6486)\n\n14807534-d906-42b9-aed6-73e4d8071 Odb\x0c\npgNbr=133\n1\n\n2\n\n3\n\n4\n\n5\n\n6\n\n7\n\n8\n\n9\n\n10\n\n11\n\n12\n\n13\n\n14\n\n15\n\n16\n\n17\n\n18\n\n19\n\n20\n\n21\n\n22\n\n23\n\n24\n\n25\n\nPage 5627 Q    ",27748,give,1480753
1289,PHONE_NUMBER,5,"PERSON:Mr., PERSON:Shulman, PERSON:Yes.\n\nElectronically, ORG:Trade, ORG:Thompson","Now, Mr. Shulman ultimately did give up smoking?\n\nA    Yes.\n\nElectronically signed by Trade Thompson (001-060-358-6486)\n\n14807534-d906-42b9-aed6-73e4d8071 Odb\x0c\npgNbr=133\n1\n\n2\n\n3\n\n4\n\n5\n\n6\n\n7\n\n8\n\n9\n\n10\n\n11\n\n12\n\n13\n\n14\n\n15\n\n16\n\n17\n\n18\n\n19\n\n20\n\n21\n\n22\n\n23\n\n24\n\n25\n\nPage 5627 Q    ",27748,give,358 6486
1290,PHONE_NUMBER,5,"PERSON:Mr., PERSON:Shulman, PERSON:Yes.\n\nElectronically, ORG:Trade, ORG:Thompson","Now, Mr. Shulman ultimately did give up smoking?\n\nA    Yes.\n\nElectronically signed by Trade Thompson (001-060-358-6486)\n\n14807534-d906-42b9-aed6-73e4d8071 Odb\x0c\npgNbr=133\n1\n\n2\n\n3\n\n4\n\n5\n\n6\n\n7\n\n8\n\n9\n\n10\n\n11\n\n12\n\n13\n\n14\n\n15\n\n16\n\n17\n\n18\n\n19\n\n20\n\n21\n\n22\n\n23\n\n24\n\n25\n\nPage 5627 Q    ",27748,give,1480753
1291,INTERNATIONAL_PHONE_NUMBER,5,"PERSON:Mr., PERSON:Shulman, PERSON:Yes.\n\nElectronically, ORG:Trade, ORG:Thompson","Now, Mr. Shulman ultimately did give up smoking?\n\nA    Yes.\n\nElectronically signed by Trade Thompson (001-060-358-6486)\n\n14807534-d906-42b9-aed6-73e4d8071 Odb\x0c\npgNbr=133\n1\n\n2\n\n3\n\n4\n\n5\n\n6\n\n7\n\n8\n\n9\n\n10\n\n11\n\n12\n\n13\n\n14\n\n15\n\n16\n\n17\n\n18\n\n19\n\n20\n\n21\n\n22\n\n23\n\n24\n\n25\n\nPage 5627 Q    ",27748,give,001-060-358-6486
1292,PERSON,1,PERSON:weren\'t,mean you weren\'t dependent during those periods\n\nof years?  ,27816,mean,weren\'t
1293,PERSON,1,PERSON:can\'t,mean you can\'t quit.  ,27845,mean,can\'t
1294,PERSON,1,PERSON:doesn\'t,"It\'s just much harder for you than it might be for other people.\n\nSo, you know, just because you decide to do something and try to quit doesn\'t",27851,It\,doesn\'t
1295,ORG,3,"ORG:Chopin, ORG:Etudes, PERSON:can\'t","you\'re going to be able to play Chopin Etudes, or play something that is very complicated when you can\'t read music.\n\nSome people have a much higher bar to get over than other people.  ",27910,going,Chopin Etudes
1296,PERSON,3,"ORG:Chopin, ORG:Etudes, PERSON:can\'t","you\'re going to be able to play Chopin Etudes, or play something that is very complicated when you can\'t read music.\n\nSome people have a much higher bar to get over than other people.  ",27910,going,can\'t
1297,PERSON,1,PERSON:can\'t,can\'t get over it.  ,27950,get,can\'t
1298,ORG,2,"ORG:Trade, ORG:Thompson","Well, did you see evidence in the record as to whether cancer is what cured his smoking?\n\nElectronically signed by Trade Thompson (001-060-358-6486)\n\n14807534-d906-42b9-aed6-73e4d8071 Odb\x0c\npgNbr=134\n1\n\n2\n\n3\n\n4\n\n5\n\n6\n\n7\n\n8\n\n9\n\n10\n\n11\n\n12\n\n13\n\n14\n\n15\n\n16\n\n17\n\n18\n\n19\n\n20\n\n21\n\n22\n\n23\n\n24\n\n25\n\nPage 5628",27999,see,Trade Thompson
1299,PHONE_NUMBER,2,"ORG:Trade, ORG:Thompson","Well, did you see evidence in the record as to whether cancer is what cured his smoking?\n\nElectronically signed by Trade Thompson (001-060-358-6486)\n\n14807534-d906-42b9-aed6-73e4d8071 Odb\x0c\npgNbr=134\n1\n\n2\n\n3\n\n4\n\n5\n\n6\n\n7\n\n8\n\n9\n\n10\n\n11\n\n12\n\n13\n\n14\n\n15\n\n16\n\n17\n\n18\n\n19\n\n20\n\n21\n\n22\n\n23\n\n24\n\n25\n\nPage 5628",27999,see,358-6486
1300,PHONE_NUMBER,2,"ORG:Trade, ORG:Thompson","Well, did you see evidence in the record as to whether cancer is what cured his smoking?\n\nElectronically signed by Trade Thompson (001-060-358-6486)\n\n14807534-d906-42b9-aed6-73e4d8071 Odb\x0c\npgNbr=134\n1\n\n2\n\n3\n\n4\n\n5\n\n6\n\n7\n\n8\n\n9\n\n10\n\n11\n\n12\n\n13\n\n14\n\n15\n\n16\n\n17\n\n18\n\n19\n\n20\n\n21\n\n22\n\n23\n\n24\n\n25\n\nPage 5628",27999,see,1480753
1301,PHONE_NUMBER,2,"ORG:Trade, ORG:Thompson","Well, did you see evidence in the record as to whether cancer is what cured his smoking?\n\nElectronically signed by Trade Thompson (001-060-358-6486)\n\n14807534-d906-42b9-aed6-73e4d8071 Odb\x0c\npgNbr=134\n1\n\n2\n\n3\n\n4\n\n5\n\n6\n\n7\n\n8\n\n9\n\n10\n\n11\n\n12\n\n13\n\n14\n\n15\n\n16\n\n17\n\n18\n\n19\n\n20\n\n21\n\n22\n\n23\n\n24\n\n25\n\nPage 5628",27999,see,358 6486
1302,PHONE_NUMBER,2,"ORG:Trade, ORG:Thompson","Well, did you see evidence in the record as to whether cancer is what cured his smoking?\n\nElectronically signed by Trade Thompson (001-060-358-6486)\n\n14807534-d906-42b9-aed6-73e4d8071 Odb\x0c\npgNbr=134\n1\n\n2\n\n3\n\n4\n\n5\n\n6\n\n7\n\n8\n\n9\n\n10\n\n11\n\n12\n\n13\n\n14\n\n15\n\n16\n\n17\n\n18\n\n19\n\n20\n\n21\n\n22\n\n23\n\n24\n\n25\n\nPage 5628",27999,see,1480753
1303,INTERNATIONAL_PHONE_NUMBER,2,"ORG:Trade, ORG:Thompson","Well, did you see evidence in the record as to whether cancer is what cured his smoking?\n\nElectronically signed by Trade Thompson (001-060-358-6486)\n\n14807534-d906-42b9-aed6-73e4d8071 Odb\x0c\npgNbr=134\n1\n\n2\n\n3\n\n4\n\n5\n\n6\n\n7\n\n8\n\n9\n\n10\n\n11\n\n12\n\n13\n\n14\n\n15\n\n16\n\n17\n\n18\n\n19\n\n20\n\n21\n\n22\n\n23\n\n24\n\n25\n\nPage 5628",27999,see,001-060-358-6486
1304,ORG,1,ORG:that\'s\n\ntrue\n\nQ,"Well, there\'s some indications that that\'s\n\ntrue\n\nQ    ",28037,indications,that\'s\n\ntrue\n\nQ    
1305,PERSON,2,"PERSON:Mr., PERSON:Shulman","How does that fit into Mr. Shulman,",28111,fit,Mr. Shulman
1306,PERSON,1,PERSON:unfortunately.\n\nQ,", mostly people aren\'t going to their doctors unfortunately.\n\nQ    ",28182,aren\'t,unfortunately.\n\nQ    
1307,PERSON,1,PERSON:\xef\xbf\xbd,"In other words, obviously \xef\xbf\xbd",28202,\xef\xbf\xbd,\xef\xbf\xbd
1308,ORG,4,"ORG:Trade, ORG:Thompson, ORG:this.\n\nQ, ORG:Why?\n\nA",high?\n\nA    That\'s the message that you give the\n\nElectronically signed by Trade Thompson (001-060-358-6486)\n\n14807534-d906-42b9-aed6-73e4d8071 Odb\x0c\npgNbr=135\n1\n\n2\n\n3\n\n4\n\n5\n\n6\n\n7\n\n8\n\n9\n\n10\n\n11\n\n12\n\n13\n\n14\n\n15\n\n16\n\n17\n\n18\n\n19\n\n20\n\n21\n\n22\n\n23\n\n24\n\n25\n\nPage 5629 patient when they score high on this.\n\nQ    Why?\n\nA    ,28265,'s,Trade Thompson
1309,ORG,4,"ORG:Trade, ORG:Thompson, ORG:this.\n\nQ, ORG:Why?\n\nA",high?\n\nA    That\'s the message that you give the\n\nElectronically signed by Trade Thompson (001-060-358-6486)\n\n14807534-d906-42b9-aed6-73e4d8071 Odb\x0c\npgNbr=135\n1\n\n2\n\n3\n\n4\n\n5\n\n6\n\n7\n\n8\n\n9\n\n10\n\n11\n\n12\n\n13\n\n14\n\n15\n\n16\n\n17\n\n18\n\n19\n\n20\n\n21\n\n22\n\n23\n\n24\n\n25\n\nPage 5629 patient when they score high on this.\n\nQ    Why?\n\nA    ,28265,'s,this.\n\nQ    Why?\n\nA    
1310,PHONE_NUMBER,4,"ORG:Trade, ORG:Thompson, ORG:this.\n\nQ, ORG:Why?\n\nA",high?\n\nA    That\'s the message that you give the\n\nElectronically signed by Trade Thompson (001-060-358-6486)\n\n14807534-d906-42b9-aed6-73e4d8071 Odb\x0c\npgNbr=135\n1\n\n2\n\n3\n\n4\n\n5\n\n6\n\n7\n\n8\n\n9\n\n10\n\n11\n\n12\n\n13\n\n14\n\n15\n\n16\n\n17\n\n18\n\n19\n\n20\n\n21\n\n22\n\n23\n\n24\n\n25\n\nPage 5629 patient when they score high on this.\n\nQ    Why?\n\nA    ,28265,'s,358-6486
1311,PHONE_NUMBER,4,"ORG:Trade, ORG:Thompson, ORG:this.\n\nQ, ORG:Why?\n\nA",high?\n\nA    That\'s the message that you give the\n\nElectronically signed by Trade Thompson (001-060-358-6486)\n\n14807534-d906-42b9-aed6-73e4d8071 Odb\x0c\npgNbr=135\n1\n\n2\n\n3\n\n4\n\n5\n\n6\n\n7\n\n8\n\n9\n\n10\n\n11\n\n12\n\n13\n\n14\n\n15\n\n16\n\n17\n\n18\n\n19\n\n20\n\n21\n\n22\n\n23\n\n24\n\n25\n\nPage 5629 patient when they score high on this.\n\nQ    Why?\n\nA    ,28265,'s,1480753
1312,PHONE_NUMBER,4,"ORG:Trade, ORG:Thompson, ORG:this.\n\nQ, ORG:Why?\n\nA",high?\n\nA    That\'s the message that you give the\n\nElectronically signed by Trade Thompson (001-060-358-6486)\n\n14807534-d906-42b9-aed6-73e4d8071 Odb\x0c\npgNbr=135\n1\n\n2\n\n3\n\n4\n\n5\n\n6\n\n7\n\n8\n\n9\n\n10\n\n11\n\n12\n\n13\n\n14\n\n15\n\n16\n\n17\n\n18\n\n19\n\n20\n\n21\n\n22\n\n23\n\n24\n\n25\n\nPage 5629 patient when they score high on this.\n\nQ    Why?\n\nA    ,28265,'s,358 6486
1313,PHONE_NUMBER,4,"ORG:Trade, ORG:Thompson, ORG:this.\n\nQ, ORG:Why?\n\nA",high?\n\nA    That\'s the message that you give the\n\nElectronically signed by Trade Thompson (001-060-358-6486)\n\n14807534-d906-42b9-aed6-73e4d8071 Odb\x0c\npgNbr=135\n1\n\n2\n\n3\n\n4\n\n5\n\n6\n\n7\n\n8\n\n9\n\n10\n\n11\n\n12\n\n13\n\n14\n\n15\n\n16\n\n17\n\n18\n\n19\n\n20\n\n21\n\n22\n\n23\n\n24\n\n25\n\nPage 5629 patient when they score high on this.\n\nQ    Why?\n\nA    ,28265,'s,1480753
1314,INTERNATIONAL_PHONE_NUMBER,4,"ORG:Trade, ORG:Thompson, ORG:this.\n\nQ, ORG:Why?\n\nA",high?\n\nA    That\'s the message that you give the\n\nElectronically signed by Trade Thompson (001-060-358-6486)\n\n14807534-d906-42b9-aed6-73e4d8071 Odb\x0c\npgNbr=135\n1\n\n2\n\n3\n\n4\n\n5\n\n6\n\n7\n\n8\n\n9\n\n10\n\n11\n\n12\n\n13\n\n14\n\n15\n\n16\n\n17\n\n18\n\n19\n\n20\n\n21\n\n22\n\n23\n\n24\n\n25\n\nPage 5629 patient when they score high on this.\n\nQ    Why?\n\nA    ,28265,'s,001-060-358-6486
1315,ORG,4,"ORG:Alcoholics, ORG:Anonymous, ORG:Nicotine, ORG:Anonymous",It may be -- they have a form of Alcoholics Anonymous for smokers called Nicotine Anonymous.  ,28325,have,Alcoholics Anonymous
1316,ORG,4,"ORG:Alcoholics, ORG:Anonymous, ORG:Nicotine, ORG:Anonymous",It may be -- they have a form of Alcoholics Anonymous for smokers called Nicotine Anonymous.  ,28325,have,Nicotine Anonymous
1317,PERSON,1,PERSON:quit.\n\nQ,You might need anything to help you quit.\n\nQ    ,28368,need,quit.\n\nQ    
1318,PERSON,2,"PERSON:didn\'t, PERSON:Bob",Are there drugs that exist now that didn\'t exist years ago when Bob was deep in his period of tobacco dependence?  ,28377,Are,didn\'t
1319,PERSON,2,"PERSON:didn\'t, PERSON:Bob",Are there drugs that exist now that didn\'t exist years ago when Bob was deep in his period of tobacco dependence?  ,28377,Are,Bob
1320,PERSON,2,"PERSON:weren\'t, PERSON:Bob",Are there modern advances that weren\'t even available to Bob in early years?\n\nA    ,28400,Are,weren\'t
1321,PERSON,2,"PERSON:weren\'t, PERSON:Bob",Are there modern advances that weren\'t even available to Bob in early years?\n\nA    ,28400,Are,Bob
1322,ORG,2,"ORG:Chantix, ORG:I","I don\'t really have exactly the dates, Chantix I think is a drug that came out in the 2000s, maybe 2006.  ",28429,think,Chantix I
1323,PERSON,1,PERSON:Zyban,"Wellbutrin is another drug that\'s marketed, as Zyban, that\'s a very, very good drug for smokers.  ",28454,is,Zyban
1324,PERSON,1,PERSON:quit.\n\nQ,know if it would have been available for him in the period that he was trying to quit.\n\nQ    ,28479,know,quit.\n\nQ    
1325,ORG,2,"ORG:Trade, ORG:Thompson","Well, I was also struck by that, that this\n\nElectronically signed by Trade Thompson (001-060-358-6486)\n\n14807534-d906-42b9-aed6-73e4d8071 Odb\x0c\npgNbr=136\n1\n\n2\n\n3\n\n4\n\n5\n\n6\n\n7\n\n8\n\n9\n\n10\n\n11\n\n12\n\n13\n\n14\n\n15\n\n16\n\n17\n\n18\n\n19\n\n20\n\n21\n\n22\n\n23\n\n24\n\n25\n\nPage 5630 was an extreme form of nicotine withdrawal that\n\nreally had all of the earmarks of a depression.  ",28526,struck,Trade Thompson
1326,PHONE_NUMBER,2,"ORG:Trade, ORG:Thompson","Well, I was also struck by that, that this\n\nElectronically signed by Trade Thompson (001-060-358-6486)\n\n14807534-d906-42b9-aed6-73e4d8071 Odb\x0c\npgNbr=136\n1\n\n2\n\n3\n\n4\n\n5\n\n6\n\n7\n\n8\n\n9\n\n10\n\n11\n\n12\n\n13\n\n14\n\n15\n\n16\n\n17\n\n18\n\n19\n\n20\n\n21\n\n22\n\n23\n\n24\n\n25\n\nPage 5630 was an extreme form of nicotine withdrawal that\n\nreally had all of the earmarks of a depression.  ",28526,struck,358-6486
1327,PHONE_NUMBER,2,"ORG:Trade, ORG:Thompson","Well, I was also struck by that, that this\n\nElectronically signed by Trade Thompson (001-060-358-6486)\n\n14807534-d906-42b9-aed6-73e4d8071 Odb\x0c\npgNbr=136\n1\n\n2\n\n3\n\n4\n\n5\n\n6\n\n7\n\n8\n\n9\n\n10\n\n11\n\n12\n\n13\n\n14\n\n15\n\n16\n\n17\n\n18\n\n19\n\n20\n\n21\n\n22\n\n23\n\n24\n\n25\n\nPage 5630 was an extreme form of nicotine withdrawal that\n\nreally had all of the earmarks of a depression.  ",28526,struck,1480753
1328,PHONE_NUMBER,2,"ORG:Trade, ORG:Thompson","Well, I was also struck by that, that this\n\nElectronically signed by Trade Thompson (001-060-358-6486)\n\n14807534-d906-42b9-aed6-73e4d8071 Odb\x0c\npgNbr=136\n1\n\n2\n\n3\n\n4\n\n5\n\n6\n\n7\n\n8\n\n9\n\n10\n\n11\n\n12\n\n13\n\n14\n\n15\n\n16\n\n17\n\n18\n\n19\n\n20\n\n21\n\n22\n\n23\n\n24\n\n25\n\nPage 5630 was an extreme form of nicotine withdrawal that\n\nreally had all of the earmarks of a depression.  ",28526,struck,358 6486
1329,PHONE_NUMBER,2,"ORG:Trade, ORG:Thompson","Well, I was also struck by that, that this\n\nElectronically signed by Trade Thompson (001-060-358-6486)\n\n14807534-d906-42b9-aed6-73e4d8071 Odb\x0c\npgNbr=136\n1\n\n2\n\n3\n\n4\n\n5\n\n6\n\n7\n\n8\n\n9\n\n10\n\n11\n\n12\n\n13\n\n14\n\n15\n\n16\n\n17\n\n18\n\n19\n\n20\n\n21\n\n22\n\n23\n\n24\n\n25\n\nPage 5630 was an extreme form of nicotine withdrawal that\n\nreally had all of the earmarks of a depression.  ",28526,struck,1480753
1330,INTERNATIONAL_PHONE_NUMBER,2,"ORG:Trade, ORG:Thompson","Well, I was also struck by that, that this\n\nElectronically signed by Trade Thompson (001-060-358-6486)\n\n14807534-d906-42b9-aed6-73e4d8071 Odb\x0c\npgNbr=136\n1\n\n2\n\n3\n\n4\n\n5\n\n6\n\n7\n\n8\n\n9\n\n10\n\n11\n\n12\n\n13\n\n14\n\n15\n\n16\n\n17\n\n18\n\n19\n\n20\n\n21\n\n22\n\n23\n\n24\n\n25\n\nPage 5630 was an extreme form of nicotine withdrawal that\n\nreally had all of the earmarks of a depression.  ",28526,struck,001-060-358-6486
1331,PERSON,1,PERSON:quit.\n\nQ,quit.\n\nQ    ,28678,quit.\n\nQ,quit.\n\nQ    
1332,PERSON,1,PERSON:\xef\xbf\xbd,How long was he able to \xef\xbf\xbd,28680,was,\xef\xbf\xbd
1333,PERSON,1,PERSON:MR,BY MR.,28723,BY,MR
1334,PERSON,2,"PERSON:SCHLESINGER:\n\nQ, PERSON:quit?\n\nA",SCHLESINGER:\n\nQ    Were you able to determine from the record and come to a conclusion as to whether or not there appeared to be attempts for this man to quit?\n\nA    ,28726,Were,SCHLESINGER:\n\nQ    
1335,PERSON,2,"PERSON:SCHLESINGER:\n\nQ, PERSON:quit?\n\nA",SCHLESINGER:\n\nQ    Were you able to determine from the record and come to a conclusion as to whether or not there appeared to be attempts for this man to quit?\n\nA    ,28726,Were,quit?\n\nA    
1336,ORG,2,"ORG:Trade, ORG:Thompson",There\'s contradictory evidence in the\n\nElectronically signed by Trade Thompson (001-060-358-6486)\n\n14807534-d906-42b9-aed6-73e4d8071 Odb\x0c\npgNbr=137\n1\n\n2\n\n3\n\n4\n\n5\n\n6\n\n7\n\n8\n\n9\n\n10\n\n11\n\n12\n\n13\n\n14\n\n15\n\n16\n\n17\n\n18\n\n19\n\n20\n\n21\n\n22\n\n23\n\n24\n\n25\n\nPage 5631 record.  ,28757,evidence,Trade Thompson
1337,PHONE_NUMBER,2,"ORG:Trade, ORG:Thompson",There\'s contradictory evidence in the\n\nElectronically signed by Trade Thompson (001-060-358-6486)\n\n14807534-d906-42b9-aed6-73e4d8071 Odb\x0c\npgNbr=137\n1\n\n2\n\n3\n\n4\n\n5\n\n6\n\n7\n\n8\n\n9\n\n10\n\n11\n\n12\n\n13\n\n14\n\n15\n\n16\n\n17\n\n18\n\n19\n\n20\n\n21\n\n22\n\n23\n\n24\n\n25\n\nPage 5631 record.  ,28757,evidence,358-6486
1338,PHONE_NUMBER,2,"ORG:Trade, ORG:Thompson",There\'s contradictory evidence in the\n\nElectronically signed by Trade Thompson (001-060-358-6486)\n\n14807534-d906-42b9-aed6-73e4d8071 Odb\x0c\npgNbr=137\n1\n\n2\n\n3\n\n4\n\n5\n\n6\n\n7\n\n8\n\n9\n\n10\n\n11\n\n12\n\n13\n\n14\n\n15\n\n16\n\n17\n\n18\n\n19\n\n20\n\n21\n\n22\n\n23\n\n24\n\n25\n\nPage 5631 record.  ,28757,evidence,1480753
1339,PHONE_NUMBER,2,"ORG:Trade, ORG:Thompson",There\'s contradictory evidence in the\n\nElectronically signed by Trade Thompson (001-060-358-6486)\n\n14807534-d906-42b9-aed6-73e4d8071 Odb\x0c\npgNbr=137\n1\n\n2\n\n3\n\n4\n\n5\n\n6\n\n7\n\n8\n\n9\n\n10\n\n11\n\n12\n\n13\n\n14\n\n15\n\n16\n\n17\n\n18\n\n19\n\n20\n\n21\n\n22\n\n23\n\n24\n\n25\n\nPage 5631 record.  ,28757,evidence,358 6486
1340,PHONE_NUMBER,2,"ORG:Trade, ORG:Thompson",There\'s contradictory evidence in the\n\nElectronically signed by Trade Thompson (001-060-358-6486)\n\n14807534-d906-42b9-aed6-73e4d8071 Odb\x0c\npgNbr=137\n1\n\n2\n\n3\n\n4\n\n5\n\n6\n\n7\n\n8\n\n9\n\n10\n\n11\n\n12\n\n13\n\n14\n\n15\n\n16\n\n17\n\n18\n\n19\n\n20\n\n21\n\n22\n\n23\n\n24\n\n25\n\nPage 5631 record.  ,28757,evidence,1480753
1341,INTERNATIONAL_PHONE_NUMBER,2,"ORG:Trade, ORG:Thompson",There\'s contradictory evidence in the\n\nElectronically signed by Trade Thompson (001-060-358-6486)\n\n14807534-d906-42b9-aed6-73e4d8071 Odb\x0c\npgNbr=137\n1\n\n2\n\n3\n\n4\n\n5\n\n6\n\n7\n\n8\n\n9\n\n10\n\n11\n\n12\n\n13\n\n14\n\n15\n\n16\n\n17\n\n18\n\n19\n\n20\n\n21\n\n22\n\n23\n\n24\n\n25\n\nPage 5631 record.  ,28757,evidence,001-060-358-6486
1342,ORG,2,"ORG:it.\n\nMR, ORG:.",can\'t do it.\n\nMR.,28891,do,it.\n\nMR.
