center,cluster,cluster_member,cumulative_cluster_score,entity_type,number_of_clusters,number_of_members,raw_sentence,sentence_position,text_value
"[1.2140e+03 1.0000e+00 2.5813e+04 1.0000e+00 1.1600e+02 1.2200e+02
 2.4600e+02 2.9800e+02]",604,1214,0,['ORG'],725,1,['Does Reynolds even use this test to this\\n\\nday?\\n\\nA    '],[25813],['this\\n\\nday?\\n\\nA    ']
"[1.2150e+03 1.0000e+00 2.5831e+04 2.0000e+00 2.7500e+02 4.8700e+02
 2.1300e+02 2.7600e+02]",605,1215,0,['PERSON'],725,1,"[""don\\'t spend much time on their web site.\\n\\nQ    ""]",[25831],['site.\\n\\nQ    ']
"[1.2160e+03 2.0000e+00 2.6018e+04 1.0000e+00 4.6000e+01 5.4800e+02
 1.4400e+02 1.6100e+02]",606,1216,1,['ORG'],725,1,['would you hate most to give\\n\\nElectronically signed by Trade Thompson ('],[26018],['Trade Thompson']
"[ 1.2180e+03  0.0000e+00  2.6029e+04  3.0000e+00 -1.0000e+00  1.3000e+01
  1.3600e+02  1.0000e+01]",607,1217,1,['PHONE_NUMBER'],725,5,"[""001-060-358-6486)\\n\\n14807534-d906-42b9-aed6-73e4d8071 Odb\\x0c\\npgNbr=126\\n1\\n\\n2\\n\\n3\\n\\n4\\n\\n5\\n\\n6\\n\\n7\\n\\n8\\n\\n9\\n\\n10\\n\\n11\\n\\n12\\n\\n13\\n\\n14\\n\\n15\\n\\n16\\n\\n17\\n\\n18\\n\\n19\\n\\n20\\n\\n21\\n\\n22\\n\\n23\\n\\n24\\n\\n25\\n\\nPage 5620\\n\\nup\\'\\n\\nI couldn\\'t get an answer to that.  ""]",[26029],['358-6486']
"[ 1.2180e+03  0.0000e+00  2.6029e+04  3.0000e+00 -1.0000e+00  1.3000e+01
  1.3600e+02  1.0000e+01]",607,1218,2,['PHONE_NUMBER'],725,5,"[""001-060-358-6486)\\n\\n14807534-d906-42b9-aed6-73e4d8071 Odb\\x0c\\npgNbr=126\\n1\\n\\n2\\n\\n3\\n\\n4\\n\\n5\\n\\n6\\n\\n7\\n\\n8\\n\\n9\\n\\n10\\n\\n11\\n\\n12\\n\\n13\\n\\n14\\n\\n15\\n\\n16\\n\\n17\\n\\n18\\n\\n19\\n\\n20\\n\\n21\\n\\n22\\n\\n23\\n\\n24\\n\\n25\\n\\nPage 5620\\n\\nup\\'\\n\\nI couldn\\'t get an answer to that.  ""]",[26029],['1480753']
"[ 1.2180e+03  0.0000e+00  2.6029e+04  3.0000e+00 -1.0000e+00  1.3000e+01
  1.3600e+02  1.0000e+01]",607,1219,2,['PHONE_NUMBER'],725,5,"[""001-060-358-6486)\\n\\n14807534-d906-42b9-aed6-73e4d8071 Odb\\x0c\\npgNbr=126\\n1\\n\\n2\\n\\n3\\n\\n4\\n\\n5\\n\\n6\\n\\n7\\n\\n8\\n\\n9\\n\\n10\\n\\n11\\n\\n12\\n\\n13\\n\\n14\\n\\n15\\n\\n16\\n\\n17\\n\\n18\\n\\n19\\n\\n20\\n\\n21\\n\\n22\\n\\n23\\n\\n24\\n\\n25\\n\\nPage 5620\\n\\nup\\'\\n\\nI couldn\\'t get an answer to that.  ""]",[26029],['358 6486']
"[ 1.2180e+03  0.0000e+00  2.6029e+04  3.0000e+00 -1.0000e+00  1.3000e+01
  1.3600e+02  1.0000e+01]",607,1220,3,['PHONE_NUMBER'],725,5,"[""001-060-358-6486)\\n\\n14807534-d906-42b9-aed6-73e4d8071 Odb\\x0c\\npgNbr=126\\n1\\n\\n2\\n\\n3\\n\\n4\\n\\n5\\n\\n6\\n\\n7\\n\\n8\\n\\n9\\n\\n10\\n\\n11\\n\\n12\\n\\n13\\n\\n14\\n\\n15\\n\\n16\\n\\n17\\n\\n18\\n\\n19\\n\\n20\\n\\n21\\n\\n22\\n\\n23\\n\\n24\\n\\n25\\n\\nPage 5620\\n\\nup\\'\\n\\nI couldn\\'t get an answer to that.  ""]",[26029],['1480753']
"[ 1.2180e+03  0.0000e+00  2.6029e+04  3.0000e+00 -1.0000e+00  1.3000e+01
  1.3600e+02  1.0000e+01]",607,1221,4,['INTERNATIONAL_PHONE_NUMBER'],725,5,"[""001-060-358-6486)\\n\\n14807534-d906-42b9-aed6-73e4d8071 Odb\\x0c\\npgNbr=126\\n1\\n\\n2\\n\\n3\\n\\n4\\n\\n5\\n\\n6\\n\\n7\\n\\n8\\n\\n9\\n\\n10\\n\\n11\\n\\n12\\n\\n13\\n\\n14\\n\\n15\\n\\n16\\n\\n17\\n\\n18\\n\\n19\\n\\n20\\n\\n21\\n\\n22\\n\\n23\\n\\n24\\n\\n25\\n\\nPage 5620\\n\\nup\\'\\n\\nI couldn\\'t get an answer to that.  ""]",[26029],['001-060-358-6486']
"[1.2220e+03 1.0000e+00 2.6057e+04 2.0000e+00 2.5400e+02 1.8800e+02
 2.3600e+02 2.3800e+02]",608,1222,0,['PERSON'],725,1,"[""I thought basically he was saying he didn\\'t have a preferred cigarette.""]",[26057],"[""didn\\'t""]"
"[1.2230e+03 1.0000e+00 2.6224e+04 2.0000e+00 1.9900e+02 2.9000e+02
 3.5000e+01 1.3600e+02]",609,1223,1,['PERSON'],725,1,['Q    Is that significant?\\n\\nA    '],[26224],['Q    ']
"[1.2240e+03 2.0000e+00 2.6262e+04 1.0000e+00 4.6000e+01 1.3600e+02
 1.3100e+02 1.6100e+02]",610,1224,1,['ORG'],725,1,"['Even though how sick he was, he still felt like having a\\n\\nElectronically signed by Trade Thompson (001-060-358-6486)\\n\\n14807534-d906-42b9-aed6-73e4d8071 Odb\\x0c\\npgNbr=127\\n1\\n\\n2\\n\\n3\\n\\n4\\n\\n5\\n\\n6\\n\\n7\\n\\n8\\n\\n9\\n\\n10\\n\\n11\\n\\n12\\n\\n13\\n\\n14\\n\\n15\\n\\n16\\n\\n17\\n\\n18\\n\\n19\\n\\n20\\n\\n21\\n\\n22\\n\\n23\\n\\n24\\n\\n25\\n\\nPage 5621 cigarette.  ']",[26262],['Trade Thompson']
"[1.2260e+03 2.0000e+00 2.6262e+04 3.0000e+00 4.6000e+01 1.3600e+02
 1.3100e+02 1.0000e+01]",611,1225,1,['PHONE_NUMBER'],725,5,"['Even though how sick he was, he still felt like having a\\n\\nElectronically signed by Trade Thompson (001-060-358-6486)\\n\\n14807534-d906-42b9-aed6-73e4d8071 Odb\\x0c\\npgNbr=127\\n1\\n\\n2\\n\\n3\\n\\n4\\n\\n5\\n\\n6\\n\\n7\\n\\n8\\n\\n9\\n\\n10\\n\\n11\\n\\n12\\n\\n13\\n\\n14\\n\\n15\\n\\n16\\n\\n17\\n\\n18\\n\\n19\\n\\n20\\n\\n21\\n\\n22\\n\\n23\\n\\n24\\n\\n25\\n\\nPage 5621 cigarette.  ']",[26262],['358-6486']
"[1.2260e+03 2.0000e+00 2.6262e+04 3.0000e+00 4.6000e+01 1.3600e+02
 1.3100e+02 1.0000e+01]",611,1226,2,['PHONE_NUMBER'],725,5,"['Even though how sick he was, he still felt like having a\\n\\nElectronically signed by Trade Thompson (001-060-358-6486)\\n\\n14807534-d906-42b9-aed6-73e4d8071 Odb\\x0c\\npgNbr=127\\n1\\n\\n2\\n\\n3\\n\\n4\\n\\n5\\n\\n6\\n\\n7\\n\\n8\\n\\n9\\n\\n10\\n\\n11\\n\\n12\\n\\n13\\n\\n14\\n\\n15\\n\\n16\\n\\n17\\n\\n18\\n\\n19\\n\\n20\\n\\n21\\n\\n22\\n\\n23\\n\\n24\\n\\n25\\n\\nPage 5621 cigarette.  ']",[26262],['1480753']
"[1.2260e+03 2.0000e+00 2.6262e+04 3.0000e+00 4.6000e+01 1.3600e+02
 1.3100e+02 1.0000e+01]",611,1227,2,['PHONE_NUMBER'],725,5,"['Even though how sick he was, he still felt like having a\\n\\nElectronically signed by Trade Thompson (001-060-358-6486)\\n\\n14807534-d906-42b9-aed6-73e4d8071 Odb\\x0c\\npgNbr=127\\n1\\n\\n2\\n\\n3\\n\\n4\\n\\n5\\n\\n6\\n\\n7\\n\\n8\\n\\n9\\n\\n10\\n\\n11\\n\\n12\\n\\n13\\n\\n14\\n\\n15\\n\\n16\\n\\n17\\n\\n18\\n\\n19\\n\\n20\\n\\n21\\n\\n22\\n\\n23\\n\\n24\\n\\n25\\n\\nPage 5621 cigarette.  ']",[26262],['358 6486']
"[1.2260e+03 2.0000e+00 2.6262e+04 3.0000e+00 4.6000e+01 1.3600e+02
 1.3100e+02 1.0000e+01]",611,1228,3,['PHONE_NUMBER'],725,5,"['Even though how sick he was, he still felt like having a\\n\\nElectronically signed by Trade Thompson (001-060-358-6486)\\n\\n14807534-d906-42b9-aed6-73e4d8071 Odb\\x0c\\npgNbr=127\\n1\\n\\n2\\n\\n3\\n\\n4\\n\\n5\\n\\n6\\n\\n7\\n\\n8\\n\\n9\\n\\n10\\n\\n11\\n\\n12\\n\\n13\\n\\n14\\n\\n15\\n\\n16\\n\\n17\\n\\n18\\n\\n19\\n\\n20\\n\\n21\\n\\n22\\n\\n23\\n\\n24\\n\\n25\\n\\nPage 5621 cigarette.  ']",[26262],['1480753']
"[1.2260e+03 2.0000e+00 2.6262e+04 3.0000e+00 4.6000e+01 1.3600e+02
 1.3100e+02 1.0000e+01]",611,1229,4,['INTERNATIONAL_PHONE_NUMBER'],725,5,"['Even though how sick he was, he still felt like having a\\n\\nElectronically signed by Trade Thompson (001-060-358-6486)\\n\\n14807534-d906-42b9-aed6-73e4d8071 Odb\\x0c\\npgNbr=127\\n1\\n\\n2\\n\\n3\\n\\n4\\n\\n5\\n\\n6\\n\\n7\\n\\n8\\n\\n9\\n\\n10\\n\\n11\\n\\n12\\n\\n13\\n\\n14\\n\\n15\\n\\n16\\n\\n17\\n\\n18\\n\\n19\\n\\n20\\n\\n21\\n\\n22\\n\\n23\\n\\n24\\n\\n25\\n\\nPage 5621 cigarette.  ']",[26262],['001-060-358-6486']
"[1.2310e+03 4.0000e+00 2.6303e+04 2.0000e+00 1.8000e+01 2.2900e+02
 1.5600e+02 7.0000e+01]",612,1230,1,['ORG'],725,2,"['Is there some crossover between these different batteries, the different tests, the Hooked on Nicotine Checklist, the Heaviness of Smoking, the Diagnostic and Statistical Manual, the Fagerstrom, is there some overlap?\\n\\nA    ']",[26303],['Heaviness of Smoking']
"[1.2310e+03 4.0000e+00 2.6303e+04 2.0000e+00 1.8000e+01 2.2900e+02
 1.5600e+02 7.0000e+01]",612,1231,2,['PERSON'],725,2,"['Is there some crossover between these different batteries, the different tests, the Hooked on Nicotine Checklist, the Heaviness of Smoking, the Diagnostic and Statistical Manual, the Fagerstrom, is there some overlap?\\n\\nA    ']",[26303],['Fagerstrom']
"[1.2320e+03 1.0000e+00 2.6341e+04 2.0000e+00 1.4600e+02 4.0900e+02
 2.3500e+02 7.0000e+01]",613,1232,1,['PERSON'],725,1,"['Well, I think the most important questions in this, the Fagerstrom, are not in the DSM.  ']",[26341],['Fagerstrom']
"[1.2330e+03 1.0000e+00 2.6434e+04 2.0000e+00 1.4600e+02 3.5800e+02
 0.0000e+00 7.0000e+01]",614,1233,1,['PERSON'],725,1,"[""That\\'s in the Fagerstrom, but it also talks about, do you smoke when you\\'re in bed?  ""]",[26434],['Fagerstrom']
"[1.2340e+03 2.0000e+00 2.6507e+04 1.0000e+00 4.6000e+01 3.7800e+02
 1.9800e+02 1.6100e+02]",615,1234,1,['ORG'],725,1,['They say specifically smoking in bed is a way that you score one of their\\n\\nElectronically signed by Trade Thompson (001-060-358-6486)\\n\\n14807534-d906-42b9-aed6-73e4d8071 Odb\\x0c\\npgNbr=128\\n1\\n\\n2\\n\\n3\\n\\n4\\n\\n5\\n\\n6\\n\\n7\\n\\n8\\n\\n9\\n\\n10\\n\\n11\\n\\n12\\n\\n13\\n\\n14\\n\\n15\\n\\n16\\n\\n17\\n\\n18\\n\\n19\\n\\n20\\n\\n21\\n\\n22\\n\\n23\\n\\n24\\n\\n25\\n\\nPage 5622 criteria.  '],[26507],['Trade Thompson']
"[1.2380e+03 2.0000e+00 2.6507e+04 3.0000e+00 4.6000e+01 3.7800e+02
 1.9800e+02 1.0000e+01]",616,1235,1,['PHONE_NUMBER'],725,5,['They say specifically smoking in bed is a way that you score one of their\\n\\nElectronically signed by Trade Thompson (001-060-358-6486)\\n\\n14807534-d906-42b9-aed6-73e4d8071 Odb\\x0c\\npgNbr=128\\n1\\n\\n2\\n\\n3\\n\\n4\\n\\n5\\n\\n6\\n\\n7\\n\\n8\\n\\n9\\n\\n10\\n\\n11\\n\\n12\\n\\n13\\n\\n14\\n\\n15\\n\\n16\\n\\n17\\n\\n18\\n\\n19\\n\\n20\\n\\n21\\n\\n22\\n\\n23\\n\\n24\\n\\n25\\n\\nPage 5622 criteria.  '],[26507],['358-6486']
"[1.2380e+03 2.0000e+00 2.6507e+04 3.0000e+00 4.6000e+01 3.7800e+02
 1.9800e+02 1.0000e+01]",616,1236,2,['PHONE_NUMBER'],725,5,['They say specifically smoking in bed is a way that you score one of their\\n\\nElectronically signed by Trade Thompson (001-060-358-6486)\\n\\n14807534-d906-42b9-aed6-73e4d8071 Odb\\x0c\\npgNbr=128\\n1\\n\\n2\\n\\n3\\n\\n4\\n\\n5\\n\\n6\\n\\n7\\n\\n8\\n\\n9\\n\\n10\\n\\n11\\n\\n12\\n\\n13\\n\\n14\\n\\n15\\n\\n16\\n\\n17\\n\\n18\\n\\n19\\n\\n20\\n\\n21\\n\\n22\\n\\n23\\n\\n24\\n\\n25\\n\\nPage 5622 criteria.  '],[26507],['1480753']
"[1.2380e+03 2.0000e+00 2.6507e+04 3.0000e+00 4.6000e+01 3.7800e+02
 1.9800e+02 1.0000e+01]",616,1237,2,['PHONE_NUMBER'],725,5,['They say specifically smoking in bed is a way that you score one of their\\n\\nElectronically signed by Trade Thompson (001-060-358-6486)\\n\\n14807534-d906-42b9-aed6-73e4d8071 Odb\\x0c\\npgNbr=128\\n1\\n\\n2\\n\\n3\\n\\n4\\n\\n5\\n\\n6\\n\\n7\\n\\n8\\n\\n9\\n\\n10\\n\\n11\\n\\n12\\n\\n13\\n\\n14\\n\\n15\\n\\n16\\n\\n17\\n\\n18\\n\\n19\\n\\n20\\n\\n21\\n\\n22\\n\\n23\\n\\n24\\n\\n25\\n\\nPage 5622 criteria.  '],[26507],['358 6486']
"[1.2380e+03 2.0000e+00 2.6507e+04 3.0000e+00 4.6000e+01 3.7800e+02
 1.9800e+02 1.0000e+01]",616,1238,3,['PHONE_NUMBER'],725,5,['They say specifically smoking in bed is a way that you score one of their\\n\\nElectronically signed by Trade Thompson (001-060-358-6486)\\n\\n14807534-d906-42b9-aed6-73e4d8071 Odb\\x0c\\npgNbr=128\\n1\\n\\n2\\n\\n3\\n\\n4\\n\\n5\\n\\n6\\n\\n7\\n\\n8\\n\\n9\\n\\n10\\n\\n11\\n\\n12\\n\\n13\\n\\n14\\n\\n15\\n\\n16\\n\\n17\\n\\n18\\n\\n19\\n\\n20\\n\\n21\\n\\n22\\n\\n23\\n\\n24\\n\\n25\\n\\nPage 5622 criteria.  '],[26507],['1480753']
"[1.2380e+03 2.0000e+00 2.6507e+04 3.0000e+00 4.6000e+01 3.7800e+02
 1.9800e+02 1.0000e+01]",616,1239,4,['INTERNATIONAL_PHONE_NUMBER'],725,5,['They say specifically smoking in bed is a way that you score one of their\\n\\nElectronically signed by Trade Thompson (001-060-358-6486)\\n\\n14807534-d906-42b9-aed6-73e4d8071 Odb\\x0c\\npgNbr=128\\n1\\n\\n2\\n\\n3\\n\\n4\\n\\n5\\n\\n6\\n\\n7\\n\\n8\\n\\n9\\n\\n10\\n\\n11\\n\\n12\\n\\n13\\n\\n14\\n\\n15\\n\\n16\\n\\n17\\n\\n18\\n\\n19\\n\\n20\\n\\n21\\n\\n22\\n\\n23\\n\\n24\\n\\n25\\n\\nPage 5622 criteria.  '],[26507],['001-060-358-6486']
"[1.2410e+03 1.0000e+00 2.6638e+04 1.0000e+00 3.9000e+01 3.0400e+02
 5.0000e+01 1.4800e+02]",617,1241,0,['ORG'],725,1,['SCHLESINGER:\\n\\nQ    '],[26638],['SCHLESINGER:\\n\\nQ    ']
"[1.242e+03 2.000e+00 2.664e+04 2.000e+00 1.710e+02 7.600e+01 7.600e+01
 1.100e+02]",618,1240,1,['PERSON'],725,2,['BY MR.'],[26635],['MR']
"[1.242e+03 2.000e+00 2.664e+04 2.000e+00 1.710e+02 7.600e+01 7.600e+01
 1.100e+02]",618,1242,2,['PERSON'],725,2,"['Based on what you were able to derive from the record from Mr. Shulman, who you assessed like you would assess any patient, right?\\n\\nA    ']",[26640],['Mr. Shulman']
"[1.2430e+03 1.0000e+00 2.6684e+04 2.0000e+00 2.1900e+02 1.1700e+02
 7.6000e+01 1.7700e+02]",619,1243,0,['PERSON'],725,1,"[""Do you have to assess \\xef\\xbf\\xbd when you assess patients, do you assess such things when you get the story of things like if they\\'re smoking in bed?\\n\\nA    ""]",[26684],['\\xef\\xbf\\xbd']
"[1.2450e+03 3.0000e+00 2.6761e+04 1.0000e+00 4.8000e+01 4.6100e+02
 1.3300e+02 1.9500e+02]",620,1244,1,['ORG'],725,2,"['addicted folks, the heavy smokers, what is the\\n\\nElectronically signed by Trade Thompson (001-060-358-6486)\\n\\n14807534-d906-42b9-aed6-73e4d8071 Odb\\x0c\\npgNbr=129\\n1\\n\\n2\\n\\n3\\n\\n4\\n\\n5\\n\\n6\\n\\n7\\n\\n8\\n\\n9\\n\\n10\\n\\n11\\n\\n12\\n\\n13\\n\\n14\\n\\n15\\n\\n16\\n\\n17\\n\\n18\\n\\n19\\n\\n20\\n\\n21\\n\\n22\\n\\n23\\n\\n24\\n\\n25\\n\\nPage 5623 percentage that also smoke in bed?\\n\\nA    ']",[26761],['Trade Thompson']
"[1.2450e+03 3.0000e+00 2.6761e+04 1.0000e+00 4.8000e+01 4.6100e+02
 1.3300e+02 1.9500e+02]",620,1245,1,['ORG'],725,2,"['addicted folks, the heavy smokers, what is the\\n\\nElectronically signed by Trade Thompson (001-060-358-6486)\\n\\n14807534-d906-42b9-aed6-73e4d8071 Odb\\x0c\\npgNbr=129\\n1\\n\\n2\\n\\n3\\n\\n4\\n\\n5\\n\\n6\\n\\n7\\n\\n8\\n\\n9\\n\\n10\\n\\n11\\n\\n12\\n\\n13\\n\\n14\\n\\n15\\n\\n16\\n\\n17\\n\\n18\\n\\n19\\n\\n20\\n\\n21\\n\\n22\\n\\n23\\n\\n24\\n\\n25\\n\\nPage 5623 percentage that also smoke in bed?\\n\\nA    ']",[26761],['bed?\\n\\nA    ']
"[1.2490e+03 3.0000e+00 2.6761e+04 3.0000e+00 4.8000e+01 4.6100e+02
 1.3300e+02 1.0000e+01]",621,1246,1,['PHONE_NUMBER'],725,5,"['addicted folks, the heavy smokers, what is the\\n\\nElectronically signed by Trade Thompson (001-060-358-6486)\\n\\n14807534-d906-42b9-aed6-73e4d8071 Odb\\x0c\\npgNbr=129\\n1\\n\\n2\\n\\n3\\n\\n4\\n\\n5\\n\\n6\\n\\n7\\n\\n8\\n\\n9\\n\\n10\\n\\n11\\n\\n12\\n\\n13\\n\\n14\\n\\n15\\n\\n16\\n\\n17\\n\\n18\\n\\n19\\n\\n20\\n\\n21\\n\\n22\\n\\n23\\n\\n24\\n\\n25\\n\\nPage 5623 percentage that also smoke in bed?\\n\\nA    ']",[26761],['358-6486']
"[1.2490e+03 3.0000e+00 2.6761e+04 3.0000e+00 4.8000e+01 4.6100e+02
 1.3300e+02 1.0000e+01]",621,1247,2,['PHONE_NUMBER'],725,5,"['addicted folks, the heavy smokers, what is the\\n\\nElectronically signed by Trade Thompson (001-060-358-6486)\\n\\n14807534-d906-42b9-aed6-73e4d8071 Odb\\x0c\\npgNbr=129\\n1\\n\\n2\\n\\n3\\n\\n4\\n\\n5\\n\\n6\\n\\n7\\n\\n8\\n\\n9\\n\\n10\\n\\n11\\n\\n12\\n\\n13\\n\\n14\\n\\n15\\n\\n16\\n\\n17\\n\\n18\\n\\n19\\n\\n20\\n\\n21\\n\\n22\\n\\n23\\n\\n24\\n\\n25\\n\\nPage 5623 percentage that also smoke in bed?\\n\\nA    ']",[26761],['1480753']
"[1.2490e+03 3.0000e+00 2.6761e+04 3.0000e+00 4.8000e+01 4.6100e+02
 1.3300e+02 1.0000e+01]",621,1248,2,['PHONE_NUMBER'],725,5,"['addicted folks, the heavy smokers, what is the\\n\\nElectronically signed by Trade Thompson (001-060-358-6486)\\n\\n14807534-d906-42b9-aed6-73e4d8071 Odb\\x0c\\npgNbr=129\\n1\\n\\n2\\n\\n3\\n\\n4\\n\\n5\\n\\n6\\n\\n7\\n\\n8\\n\\n9\\n\\n10\\n\\n11\\n\\n12\\n\\n13\\n\\n14\\n\\n15\\n\\n16\\n\\n17\\n\\n18\\n\\n19\\n\\n20\\n\\n21\\n\\n22\\n\\n23\\n\\n24\\n\\n25\\n\\nPage 5623 percentage that also smoke in bed?\\n\\nA    ']",[26761],['358 6486']
"[1.2490e+03 3.0000e+00 2.6761e+04 3.0000e+00 4.8000e+01 4.6100e+02
 1.3300e+02 1.0000e+01]",621,1249,3,['PHONE_NUMBER'],725,5,"['addicted folks, the heavy smokers, what is the\\n\\nElectronically signed by Trade Thompson (001-060-358-6486)\\n\\n14807534-d906-42b9-aed6-73e4d8071 Odb\\x0c\\npgNbr=129\\n1\\n\\n2\\n\\n3\\n\\n4\\n\\n5\\n\\n6\\n\\n7\\n\\n8\\n\\n9\\n\\n10\\n\\n11\\n\\n12\\n\\n13\\n\\n14\\n\\n15\\n\\n16\\n\\n17\\n\\n18\\n\\n19\\n\\n20\\n\\n21\\n\\n22\\n\\n23\\n\\n24\\n\\n25\\n\\nPage 5623 percentage that also smoke in bed?\\n\\nA    ']",[26761],['1480753']
"[1.2490e+03 3.0000e+00 2.6761e+04 3.0000e+00 4.8000e+01 4.6100e+02
 1.3300e+02 1.0000e+01]",621,1250,4,['INTERNATIONAL_PHONE_NUMBER'],725,5,"['addicted folks, the heavy smokers, what is the\\n\\nElectronically signed by Trade Thompson (001-060-358-6486)\\n\\n14807534-d906-42b9-aed6-73e4d8071 Odb\\x0c\\npgNbr=129\\n1\\n\\n2\\n\\n3\\n\\n4\\n\\n5\\n\\n6\\n\\n7\\n\\n8\\n\\n9\\n\\n10\\n\\n11\\n\\n12\\n\\n13\\n\\n14\\n\\n15\\n\\n16\\n\\n17\\n\\n18\\n\\n19\\n\\n20\\n\\n21\\n\\n22\\n\\n23\\n\\n24\\n\\n25\\n\\nPage 5623 percentage that also smoke in bed?\\n\\nA    ']",[26761],['001-060-358-6486']
"[1.2510e+03 2.0000e+00 2.6811e+04 2.0000e+00 2.2100e+02 2.2200e+02
 3.5000e+01 1.7700e+02]",622,1251,0,['PERSON'],725,2,"['Is that \\xef\\xbf\\xbd first of all, is it dangerous to smoke in bed?\\n\\nA    ']",[26811],['\\xef\\xbf\\xbd']
"[1.2510e+03 2.0000e+00 2.6811e+04 2.0000e+00 2.2100e+02 2.2200e+02
 3.5000e+01 1.7700e+02]",622,1252,0,['ORG'],725,2,"['Is that \\xef\\xbf\\xbd first of all, is it dangerous to smoke in bed?\\n\\nA    ']",[26811],['bed?\\n\\nA    ']
"[1.2540e+03 5.0000e+00 2.6992e+04 1.0000e+00 1.8300e+02 4.1800e+02
 6.0000e+01 1.6100e+02]",623,1253,0,['PERSON'],725,2,"[""Were there jobs that Mr. Shulman couldn\\'t take in his younger life because of smoking and dangerous situations?\\n\\nElectronically signed by Trade Thompson (001-060-358-6486)\\n\\n14807534-d906-42b9-aed6-73e4d8071 Odb\\x0c\\npgNbr=130\\n1\\n\\n2\\n\\n3\\n\\n4\\n\\n5\\n\\n6\\n\\n7\\n\\n8\\n\\n9\\n\\n10\\n\\n11\\n\\n12\\n\\n13\\n\\n14\\n\\n15\\n\\n16\\n\\n17\\n\\n18\\n\\n19\\n\\n20\\n\\n21\\n\\n22\\n\\n23\\n\\n24\\n\\n25\\n\\nPage 5624""]",[26992],"[""Mr. Shulman couldn\\'t""]"
"[1.2540e+03 5.0000e+00 2.6992e+04 1.0000e+00 1.8300e+02 4.1800e+02
 6.0000e+01 1.6100e+02]",623,1254,1,['ORG'],725,2,"[""Were there jobs that Mr. Shulman couldn\\'t take in his younger life because of smoking and dangerous situations?\\n\\nElectronically signed by Trade Thompson (001-060-358-6486)\\n\\n14807534-d906-42b9-aed6-73e4d8071 Odb\\x0c\\npgNbr=130\\n1\\n\\n2\\n\\n3\\n\\n4\\n\\n5\\n\\n6\\n\\n7\\n\\n8\\n\\n9\\n\\n10\\n\\n11\\n\\n12\\n\\n13\\n\\n14\\n\\n15\\n\\n16\\n\\n17\\n\\n18\\n\\n19\\n\\n20\\n\\n21\\n\\n22\\n\\n23\\n\\n24\\n\\n25\\n\\nPage 5624""]",[26992],['Trade Thompson']
"[1.2560e+03 5.0000e+00 2.6992e+04 3.0000e+00 1.8300e+02 4.1800e+02
 6.0000e+01 1.0000e+01]",624,1255,1,['PHONE_NUMBER'],725,5,"[""Were there jobs that Mr. Shulman couldn\\'t take in his younger life because of smoking and dangerous situations?\\n\\nElectronically signed by Trade Thompson (001-060-358-6486)\\n\\n14807534-d906-42b9-aed6-73e4d8071 Odb\\x0c\\npgNbr=130\\n1\\n\\n2\\n\\n3\\n\\n4\\n\\n5\\n\\n6\\n\\n7\\n\\n8\\n\\n9\\n\\n10\\n\\n11\\n\\n12\\n\\n13\\n\\n14\\n\\n15\\n\\n16\\n\\n17\\n\\n18\\n\\n19\\n\\n20\\n\\n21\\n\\n22\\n\\n23\\n\\n24\\n\\n25\\n\\nPage 5624""]",[26992],['358-6486']
"[1.2560e+03 5.0000e+00 2.6992e+04 3.0000e+00 1.8300e+02 4.1800e+02
 6.0000e+01 1.0000e+01]",624,1256,2,['PHONE_NUMBER'],725,5,"[""Were there jobs that Mr. Shulman couldn\\'t take in his younger life because of smoking and dangerous situations?\\n\\nElectronically signed by Trade Thompson (001-060-358-6486)\\n\\n14807534-d906-42b9-aed6-73e4d8071 Odb\\x0c\\npgNbr=130\\n1\\n\\n2\\n\\n3\\n\\n4\\n\\n5\\n\\n6\\n\\n7\\n\\n8\\n\\n9\\n\\n10\\n\\n11\\n\\n12\\n\\n13\\n\\n14\\n\\n15\\n\\n16\\n\\n17\\n\\n18\\n\\n19\\n\\n20\\n\\n21\\n\\n22\\n\\n23\\n\\n24\\n\\n25\\n\\nPage 5624""]",[26992],['1480753']
"[1.2560e+03 5.0000e+00 2.6992e+04 3.0000e+00 1.8300e+02 4.1800e+02
 6.0000e+01 1.0000e+01]",624,1257,2,['PHONE_NUMBER'],725,5,"[""Were there jobs that Mr. Shulman couldn\\'t take in his younger life because of smoking and dangerous situations?\\n\\nElectronically signed by Trade Thompson (001-060-358-6486)\\n\\n14807534-d906-42b9-aed6-73e4d8071 Odb\\x0c\\npgNbr=130\\n1\\n\\n2\\n\\n3\\n\\n4\\n\\n5\\n\\n6\\n\\n7\\n\\n8\\n\\n9\\n\\n10\\n\\n11\\n\\n12\\n\\n13\\n\\n14\\n\\n15\\n\\n16\\n\\n17\\n\\n18\\n\\n19\\n\\n20\\n\\n21\\n\\n22\\n\\n23\\n\\n24\\n\\n25\\n\\nPage 5624""]",[26992],['358 6486']
